FID,longitude,latitude,data_hora_gmt,satelite,municipio,estado,pais,geom
focos_ams_hoje_ref.6637fdd1-965e-3f15-bc54-2657cf3809f3,-64.428,-9.641,2019-10-19T17:50:00,AQUA_M-T,PORTO VELHO,RONDÔNIA,Brasil,POINT (-9.641 -64.428)
focos_ams_hoje_ref.66a18f64-3b05-3ac0-8d2e-afaace629bef,-42.576,-19.374,2019-10-19T16:10:00,AQUA_M-T,SANTANA DO PARAÍSO,MINAS GERAIS,Brasil,POINT (-19.374 -42.576)
focos_ams_hoje_ref.6707ce76-de5d-32f4-a2e1-68037174855c,-41.281,-17.564,2019-10-19T16:10:00,AQUA_M-T,TEÓFILO OTONI,MINAS GERAIS,Brasil,POINT (-17.564 -41.281)
focos_ams_hoje_ref.6721b19a-15c4-3011-b9c7-54c849884dda,-45.094,-16.586,2019-10-19T16:10:00,AQUA_M-T,PONTO CHIQUE,MINAS GERAIS,Brasil,POINT (-16.586 -45.094)
focos_ams_hoje_ref.67bbef38-96ec-3d2c-b7b3-6a8755502c9a,-43.789,-5.009,2019-10-19T16:15:00,AQUA_M-T,SÃO JOÃO DO SOTER,MARANHÃO,Brasil,POINT (-5.009 -43.789)
focos_ams_hoje_ref.67d19ab8-c3e4-3721-8f15-08d4415e6f58,-45.946,-5.114,2019-10-19T16:15:00,AQUA_M-T,ARAME,MARANHÃO,Brasil,POINT (-5.114 -45.946)
focos_ams_hoje_ref.68328afb-9259-34b0-8b8e-3a2fc2ec7cc7,-43.169,-19.01,2019-10-19T16:10:00,AQUA_M-T,CARMÉSIA,MINAS GERAIS,Brasil,POINT (-19.01 -43.169)
focos_ams_hoje_ref.684baa72-2d8b-3c49-a592-72b42cc9de13,-42.693,-19.465,2019-10-19T16:10:00,AQUA_M-T,CORONEL FABRICIANO,MINAS GERAIS,Brasil,POINT (-19.465 -42.693)
focos_ams_hoje_ref.6868558e-e65b-3b0b-9e76-7fdcf9d688a6,-63.582,-35.636,2019-10-19T17:45:00,AQUA_M-T,Maracó,La Pampa,Argentina,POINT (-35.636 -63.582)
focos_ams_hoje_ref.6881cf1b-b05b-39e0-9971-32b898ff7b78,-41.106,-6.913,2019-10-19T16:15:00,AQUA_M-T,FRANCISCO SANTOS,PIAUÍ,Brasil,POINT (-6.913 -41.106)
focos_ams_hoje_ref.68ed4b1f-8ae5-3ea0-8f75-dad3547c1d6f,-41.811,-15.095,2019-10-19T16:10:00,AQUA_M-T,CORDEIROS,BAHIA,Brasil,POINT (-15.095 -41.811)
focos_ams_hoje_ref.6957929d-ba43-3c97-90eb-208636a46570,-45.974,-16.708,2019-10-19T16:10:00,AQUA_M-T,BRASILÂNDIA DE MINAS,MINAS GERAIS,Brasil,POINT (-16.708 -45.974)
focos_ams_hoje_ref.69636b0c-5a80-389e-8283-50c65da65010,-39.987,-3.755,2019-10-19T16:15:00,AQUA_M-T,IRAUÇUBA,CEARÁ,Brasil,POINT (-3.755 -39.987)
focos_ams_hoje_ref.69781693-b5f4-3416-aa67-c8cb685bc586,-64.577,-9.194,2019-10-19T17:50:00,AQUA_M-T,PORTO VELHO,RONDÔNIA,Brasil,POINT (-9.194 -64.577)
focos_ams_hoje_ref.69812d3d-661b-3591-a498-4fb915f5a598,-43.199,-18.3,2019-10-19T16:10:00,AQUA_M-T,RIO VERMELHO,MINAS GERAIS,Brasil,POINT (-18.3 -43.199)
focos_ams_hoje_ref.69996408-debd-3a3e-a1cc-7bbf32d84722,-42.91,-18.345,2019-10-19T16:10:00,AQUA_M-T,RIO VERMELHO,MINAS GERAIS,Brasil,POINT (-18.345 -42.91)
focos_ams_hoje_ref.69b4fdd6-f198-36da-b5a7-337cf40a2a94,-43.473,-5.171,2019-10-19T16:15:00,AQUA_M-T,CAXIAS,MARANHÃO,Brasil,POINT (-5.171 -43.473)
focos_ams_hoje_ref.69c0adcd-5c17-3e7d-9e97-18cba2258add,-41.324,-19.497,2019-10-19T16:10:00,AQUA_M-T,SANTA RITA DO ITUETO,MINAS GERAIS,Brasil,POINT (-19.497 -41.324)
focos_ams_hoje_ref.6a6e384e-abe6-369f-bebe-5e8f41ab5b53,-44.28,-13.044,2019-10-19T16:10:00,AQUA_M-T,CANÁPOLIS,BAHIA,Brasil,POINT (-13.044 -44.28)
focos_ams_hoje_ref.6a91f49b-b69a-38ac-ac2a-86b6700b4147,-39.754,-7.163,2019-10-19T16:15:00,AQUA_M-T,SANTANA DO CARIRI,CEARÁ,Brasil,POINT (-7.163 -39.754)
focos_ams_hoje_ref.6ac6555a-6b60-32fc-8c09-7d2ce7e2d72f,-44.256,-11.57,2019-10-19T16:10:00,AQUA_M-T,COTEGIPE,BAHIA,Brasil,POINT (-11.57 -44.256)
focos_ams_hoje_ref.6b170f6c-21a2-3197-90a5-16b919b60465,-43.852,-14.45,2019-10-19T16:10:00,AQUA_M-T,MANGA,MINAS GERAIS,Brasil,POINT (-14.45 -43.852)
focos_ams_hoje_ref.6b86333b-e9c5-37d4-acb6-cd69ec901047,-57.664,-38.015,2019-10-19T17:45:00,AQUA_M-T,General Pueyrredón,Buenos Aires,Argentina,POINT (-38.015 -57.664)
focos_ams_hoje_ref.6ba86acc-5d61-370b-adbc-c50f2d49a1fc,-57.168,-19.143,2019-10-19T17:50:00,AQUA_M-T,CORUMBÁ,MATO GROSSO DO SUL,Brasil,POINT (-19.143 -57.168)
focos_ams_hoje_ref.6bca0636-eab2-371d-a4a8-acb695927085,-42.397,-7.451,2019-10-19T16:15:00,AQUA_M-T,SÃO JOSÉ DO PEIXE,PIAUÍ,Brasil,POINT (-7.451 -42.397)
focos_ams_hoje_ref.6c02d1e5-4f2c-32d5-becc-1c913e0233ea,-64.646,-9.728,2019-10-19T17:50:00,AQUA_M-T,PORTO VELHO,RONDÔNIA,Brasil,POINT (-9.728 -64.646)
focos_ams_hoje_ref.6c1f668f-67f3-306a-a98a-f0abb6adc67f,-44.059,-15.072,2019-10-19T16:10:00,AQUA_M-T,ITACARAMBI,MINAS GERAIS,Brasil,POINT (-15.072 -44.059)
focos_ams_hoje_ref.6c5746e3-ed56-3efc-b741-be80f6fc78c0,-63.141,-40.709,2019-10-19T17:45:00,AQUA_M-T,Patagones,Buenos Aires,Argentina,POINT (-40.709 -63.141)
focos_ams_hoje_ref.6c8d355f-e018-3bc1-8b40-1f7ea9874557,-63.756,-14.088,2019-10-19T17:50:00,AQUA_M-T,Vaca Díez,El Beni,Bolivia,POINT (-14.088 -63.756)
focos_ams_hoje_ref.6cadcc8d-f012-3547-b23f-356b0be1c448,-56.949,-17.605,2019-10-19T17:50:00,AQUA_M-T,CORUMBÁ,MATO GROSSO DO SUL,Brasil,POINT (-17.605 -56.949)
focos_ams_hoje_ref.6cee0510-f23a-3424-8c4b-2693d1c2eb7f,-44.455,-10.046,2019-10-19T16:15:00,AQUA_M-T,PARNAGUÁ,PIAUÍ,Brasil,POINT (-10.046 -44.455)
focos_ams_hoje_ref.6d448e29-9ecd-3883-b03c-79541d80552d,-40.813,-3.302,2019-10-19T16:15:00,AQUA_M-T,URUOCA,CEARÁ,Brasil,POINT (-3.302 -40.813)
focos_ams_hoje_ref.6de5387b-bcaa-3d3e-8007-24b6a55eb4fa,-42.901,-6.744,2019-10-19T16:15:00,AQUA_M-T,FLORIANO,PIAUÍ,Brasil,POINT (-6.744 -42.901)
focos_ams_hoje_ref.6df035a9-7da2-3625-ac75-297896404d39,-41.566,-14.194,2019-10-19T16:10:00,AQUA_M-T,BRUMADO,BAHIA,Brasil,POINT (-14.194 -41.566)
focos_ams_hoje_ref.6dfef106-415b-3910-a956-bf81022f28df,-45.469,-4.54,2019-10-19T16:15:00,AQUA_M-T,PAULO RAMOS,MARANHÃO,Brasil,POINT (-4.54 -45.469)
focos_ams_hoje_ref.6e07e599-3df0-3c9f-9d76-db805290bd90,-41.797,-15.093,2019-10-19T16:10:00,AQUA_M-T,PIRIPÁ,BAHIA,Brasil,POINT (-15.093 -41.797)
focos_ams_hoje_ref.6e6bc592-79fe-3a2b-9be7-1b177bca49cd,-44.374,-9.002,2019-10-19T16:15:00,AQUA_M-T,CURRAIS,PIAUÍ,Brasil,POINT (-9.002 -44.374)
focos_ams_hoje_ref.6e9a8d85-9dda-3dda-adeb-1310bc392e6d,-45.998,-16.723,2019-10-19T16:10:00,AQUA_M-T,BRASILÂNDIA DE MINAS,MINAS GERAIS,Brasil,POINT (-16.723 -45.998)
focos_ams_hoje_ref.6edcf164-5c86-364e-a93f-31c66b6f3499,-63.21,-16.531,2019-10-19T17:50:00,AQUA_M-T,Ñuflo de Chávez,Santa Cruz,Bolivia,POINT (-16.531 -63.21)
focos_ams_hoje_ref.6ef2de38-793b-375c-a007-8711ead0a60c,-42.232,-17.874,2019-10-19T16:10:00,AQUA_M-T,MALACACHETA,MINAS GERAIS,Brasil,POINT (-17.874 -42.232)
focos_ams_hoje_ref.6f57b4f3-69f9-3d1c-910d-e4a19f040144,-45.137,-13.04,2019-10-19T16:10:00,AQUA_M-T,SÃO DESIDÉRIO,BAHIA,Brasil,POINT (-13.04 -45.137)
focos_ams_hoje_ref.6f66b0f6-86b2-33d3-b616-35b953fa41c4,-42.495,-17.753,2019-10-19T16:10:00,AQUA_M-T,CAPELINHA,MINAS GERAIS,Brasil,POINT (-17.753 -42.495)
focos_ams_hoje_ref.6fad4432-2ae9-3bc5-8fa3-4dc159127651,-45.953,-5.115,2019-10-19T16:15:00,AQUA_M-T,ARAME,MARANHÃO,Brasil,POINT (-5.115 -45.953)
focos_ams_hoje_ref.6fcf51bc-b02a-30fd-83f7-78fe08611d6f,-42.515,-17.743,2019-10-19T16:10:00,AQUA_M-T,CAPELINHA,MINAS GERAIS,Brasil,POINT (-17.743 -42.515)
focos_ams_hoje_ref.7019048b-4a0b-3825-9b01-36f185b7c38d,-43.962,-20.208,2019-10-19T16:10:00,AQUA_M-T,NOVA LIMA,MINAS GERAIS,Brasil,POINT (-20.208 -43.962)
focos_ams_hoje_ref.701fdc36-cb25-3d98-b39f-b40c52987181,-41.821,-18.166,2019-10-19T16:10:00,AQUA_M-T,ITAMBACURI,MINAS GERAIS,Brasil,POINT (-18.166 -41.821)
focos_ams_hoje_ref.71299fa3-617d-3ed1-9c7c-e9280e300702,-42.521,-17.739,2019-10-19T16:10:00,AQUA_M-T,CAPELINHA,MINAS GERAIS,Brasil,POINT (-17.739 -42.521)
focos_ams_hoje_ref.7134c4d6-0fac-37aa-b8fa-5a51a657e3c1,-41.409,-14.583,2019-10-19T16:10:00,AQUA_M-T,CARAÍBAS,BAHIA,Brasil,POINT (-14.583 -41.409)
focos_ams_hoje_ref.713f9aad-3378-3864-95a9-c2692666ee03,-53.04,-31.212,2019-10-19T17:45:00,AQUA_M-T,PIRATINI,RIO GRANDE DO SUL,Brasil,POINT (-31.212 -53.04)
focos_ams_hoje_ref.7153c1ea-f349-3580-9f42-00d5bba60bbd,-42.714,-19.468,2019-10-19T16:10:00,AQUA_M-T,CORONEL FABRICIANO,MINAS GERAIS,Brasil,POINT (-19.468 -42.714)
focos_ams_hoje_ref.71616961-e44c-3929-8aba-d41f570dca31,-72.189,-47.487,2019-10-19T19:20:00,AQUA_M-T,Rió Chico,Santa Cruz,Argentina,POINT (-47.487 -72.189)
focos_ams_hoje_ref.71c29c58-a224-361a-80c5-e3ba2504c21c,-42.667,-16.055,2019-10-19T16:10:00,AQUA_M-T,RIO PARDO DE MINAS,MINAS GERAIS,Brasil,POINT (-16.055 -42.667)
focos_ams_hoje_ref.71d3eaba-814d-3ce8-b526-47de04db575a,-46.002,-13.228,2019-10-19T16:10:00,AQUA_M-T,SÃO DESIDÉRIO,BAHIA,Brasil,POINT (-13.228 -46.002)
focos_ams_hoje_ref.72020f88-7ecf-32f6-a6dc-8f63646e90a8,-44.948,-2.773,2019-10-19T16:15:00,AQUA_M-T,SÃO BENTO,MARANHÃO,Brasil,POINT (-2.773 -44.948)
focos_ams_hoje_ref.72166c44-7aed-36c1-911a-3b3df94fc55a,-41.8,-18.184,2019-10-19T16:10:00,AQUA_M-T,ITAMBACURI,MINAS GERAIS,Brasil,POINT (-18.184 -41.8)
focos_ams_hoje_ref.726daddc-83d6-30b2-84f3-a5e844984479,-42.707,-19.219,2019-10-19T16:10:00,AQUA_M-T,JOANÉSIA,MINAS GERAIS,Brasil,POINT (-19.219 -42.707)
focos_ams_hoje_ref.72c27526-9663-3e65-800e-4c822595f940,-46.766,-9.479,2019-10-19T16:15:00,AQUA_M-T,LIZARDA,TOCANTINS,Brasil,POINT (-9.479 -46.766)
focos_ams_hoje_ref.732064f6-0ba2-3659-947b-f0e5958b8e32,-41.353,-14.511,2019-10-19T16:10:00,AQUA_M-T,ARACATU,BAHIA,Brasil,POINT (-14.511 -41.353)
focos_ams_hoje_ref.735796ed-fc3f-3b69-a24a-32cacd87cd23,-40.296,-16.075,2019-10-19T16:10:00,AQUA_M-T,JACINTO,MINAS GERAIS,Brasil,POINT (-16.075 -40.296)
focos_ams_hoje_ref.735c5842-0ce1-3f55-bb61-e8e41ca3a959,-40.53,-5.912,2019-10-19T16:15:00,AQUA_M-T,TAUÁ,CEARÁ,Brasil,POINT (-5.912 -40.53)
focos_ams_hoje_ref.737f248d-f47c-3007-83cc-bf66b5061ddd,-44.849,-5.705,2019-10-19T16:15:00,AQUA_M-T,TUNTUM,MARANHÃO,Brasil,POINT (-5.705 -44.849)
focos_ams_hoje_ref.7397356f-c7cf-37d1-b2ed-e8f8ab044158,-63.869,-16.49,2019-10-19T17:50:00,AQUA_M-T,Sara,Santa Cruz,Bolivia,POINT (-16.49 -63.869)
focos_ams_hoje_ref.73cdafa8-5785-3924-9468-bea6a1b2d6e0,-53.069,-25.431,2019-10-19T17:45:00,AQUA_M-T,QUEDAS DO IGUAÇU,PARANÁ,Brasil,POINT (-25.431 -53.069)
focos_ams_hoje_ref.744892c3-cee4-3e5a-927f-4c34a6dd3557,-68.839,-9.134,2019-10-19T17:50:00,AQUA_M-T,SENA MADUREIRA,ACRE,Brasil,POINT (-9.134 -68.839)
focos_ams_hoje_ref.7460a02c-a100-3b27-8508-5386f7443354,-41.502,-17.695,2019-10-19T16:10:00,AQUA_M-T,TEÓFILO OTONI,MINAS GERAIS,Brasil,POINT (-17.695 -41.502)
focos_ams_hoje_ref.751422c4-7f55-38a0-b06a-144d1a1d1a03,-39.83,-15.424,2019-10-19T16:10:00,AQUA_M-T,ITAPETINGA,BAHIA,Brasil,POINT (-15.424 -39.83)
focos_ams_hoje_ref.7518b886-600d-3be7-92c8-cccb245109f7,-42.031,-19.09,2019-10-19T16:10:00,AQUA_M-T,ENGENHEIRO CALDAS,MINAS GERAIS,Brasil,POINT (-19.09 -42.031)
focos_ams_hoje_ref.7571b1b5-dee7-3499-ac5c-e3dfee6009e5,-42.34,-18.658,2019-10-19T16:10:00,AQUA_M-T,COROACI,MINAS GERAIS,Brasil,POINT (-18.658 -42.34)
focos_ams_hoje_ref.75df034a-10b4-3481-9462-5fc5f50d0c36,-39.922,-3.203,2019-10-19T16:15:00,AQUA_M-T,ITAREMA,CEARÁ,Brasil,POINT (-3.203 -39.922)
focos_ams_hoje_ref.763f3ba8-1d4a-35b5-bd04-c8200b294494,-43.743,-5.047,2019-10-19T16:15:00,AQUA_M-T,SÃO JOÃO DO SOTER,MARANHÃO,Brasil,POINT (-5.047 -43.743)
focos_ams_hoje_ref.76ecdc28-de3e-31ea-8e47-ed0b818f51d2,-64.356,-14.691,2019-10-19T17:50:00,AQUA_M-T,Cercado,El Beni,Bolivia,POINT (-14.691 -64.356)
focos_ams_hoje_ref.7718709e-9873-35b2-86d0-734de1060310,-45.303,-9.722,2019-10-19T16:15:00,AQUA_M-T,MONTE ALEGRE DO PIAUÍ,PIAUÍ,Brasil,POINT (-9.722 -45.303)
focos_ams_hoje_ref.7767aaa5-4382-3167-b3e6-a4e6e7ba9e7e,-46.919,-4.203,2019-10-19T16:15:00,AQUA_M-T,BOM JARDIM,MARANHÃO,Brasil,POINT (-4.203 -46.919)
focos_ams_hoje_ref.77dd3325-59ad-3ad3-89ed-5d276578fe0a,-44.096,-7.43,2019-10-19T16:15:00,AQUA_M-T,LANDRI SALES,PIAUÍ,Brasil,POINT (-7.43 -44.096)
focos_ams_hoje_ref.78f6b027-c1d3-36b1-8150-bae1afce5c23,-39.176,-13.712,2019-10-19T16:10:00,AQUA_M-T,ITUBERÁ,BAHIA,Brasil,POINT (-13.712 -39.176)
focos_ams_hoje_ref.792fd87b-3eb9-3f18-bf52-73a753ffe024,-65.362,-14.7,2019-10-19T17:50:00,AQUA_M-T,Moxos,El Beni,Bolivia,POINT (-14.7 -65.362)
focos_ams_hoje_ref.79301c13-2701-3514-a8b8-cea3d84bdefc,-43.38,-13.86,2019-10-19T16:10:00,AQUA_M-T,RIACHO DE SANTANA,BAHIA,Brasil,POINT (-13.86 -43.38)
focos_ams_hoje_ref.79885407-540e-31b2-aad3-ea8bf9255f5d,-42.341,-19.919,2019-10-19T16:10:00,AQUA_M-T,BOM JESUS DO GALHO,MINAS GERAIS,Brasil,POINT (-19.919 -42.341)
focos_ams_hoje_ref.7a4b7b53-66a5-3817-ad16-f5c48d829a1a,-44.646,-13.26,2019-10-19T16:10:00,AQUA_M-T,CORRENTINA,BAHIA,Brasil,POINT (-13.26 -44.646)
focos_ams_hoje_ref.7a62d1fa-d3ee-3fbe-9faa-8b5ac1299c7b,-42.699,-19.476,2019-10-19T16:10:00,AQUA_M-T,CORONEL FABRICIANO,MINAS GERAIS,Brasil,POINT (-19.476 -42.699)
focos_ams_hoje_ref.7a6ed451-f473-3c00-802d-519f9bc478e4,-44.366,-9.018,2019-10-19T16:15:00,AQUA_M-T,CURRAIS,PIAUÍ,Brasil,POINT (-9.018 -44.366)
focos_ams_hoje_ref.7a89e0d6-cfa2-30d4-b1a0-96953ca4fad6,-64.853,-9.785,2019-10-19T17:50:00,AQUA_M-T,PORTO VELHO,RONDÔNIA,Brasil,POINT (-9.785 -64.853)
focos_ams_hoje_ref.7ae4683b-7945-3721-8891-d78802330b09,-45.108,-3.622,2019-10-19T16:15:00,AQUA_M-T,IGARAPÉ DO MEIO,MARANHÃO,Brasil,POINT (-3.622 -45.108)
focos_ams_hoje_ref.7aeb7712-b26e-3b1f-ae4e-e8577cff30f8,-64.29,-14.576,2019-10-19T17:50:00,AQUA_M-T,Cercado,El Beni,Bolivia,POINT (-14.576 -64.29)
focos_ams_hoje_ref.7aecdbee-5575-37b5-92a3-2d779b32dd0d,-44.949,-2.762,2019-10-19T16:15:00,AQUA_M-T,SÃO BENTO,MARANHÃO,Brasil,POINT (-2.762 -44.949)
focos_ams_hoje_ref.7b81711a-a9de-3c93-843b-6a5fbc3832de,-64.986,-10.05,2019-10-19T17:50:00,AQUA_M-T,NOVA MAMORÉ,RONDÔNIA,Brasil,POINT (-10.05 -64.986)
focos_ams_hoje_ref.7d27d627-e328-3cc7-b710-865d9f18878e,-42.315,-19.201,2019-10-19T16:10:00,AQUA_M-T,NAQUE,MINAS GERAIS,Brasil,POINT (-19.201 -42.315)
focos_ams_hoje_ref.7e1d9da5-e849-3925-aab3-7b5b88feaa25,-65.069,-15.813,2019-10-19T17:50:00,AQUA_M-T,Marbán,El Beni,Bolivia,POINT (-15.813 -65.069)
focos_ams_hoje_ref.7f1b31d6-342a-379a-9288-93e22d1a74df,-42.962,-16.478,2019-10-19T16:10:00,AQUA_M-T,GRÃO MOGOL,MINAS GERAIS,Brasil,POINT (-16.478 -42.962)
focos_ams_hoje_ref.7f53dcbf-976d-3630-b94a-f1263ad46ca6,-63.634,-13.952,2019-10-19T17:50:00,AQUA_M-T,Vaca Díez,El Beni,Bolivia,POINT (-13.952 -63.634)
focos_ams_hoje_ref.7fb5947b-a782-3031-af67-3388bbdadfee,-43.74,-14.021,2019-10-19T16:10:00,AQUA_M-T,CARINHANHA,BAHIA,Brasil,POINT (-14.021 -43.74)
focos_ams_hoje_ref.8044c700-4185-327b-8715-394035ce7fb3,-70.833,4.462,2019-10-19T17:55:00,AQUA_M-T,Cumaribo,Vichada,Colombia,POINT (4.462 -70.833)
focos_ams_hoje_ref.80b4ed87-b117-3764-b488-1061d0d23100,-42.404,-13.992,2019-10-19T16:10:00,AQUA_M-T,CAETITÉ,BAHIA,Brasil,POINT (-13.992 -42.404)
focos_ams_hoje_ref.817c2448-4b90-39e7-805d-dd461d4c5f6c,-38.799,-7.064,2019-10-19T16:15:00,AQUA_M-T,BARRO,CEARÁ,Brasil,POINT (-7.064 -38.799)
focos_ams_hoje_ref.81b4852b-05e3-3c63-afdc-78a1e81affa0,-41.318,-19.497,2019-10-19T16:10:00,AQUA_M-T,SANTA RITA DO ITUETO,MINAS GERAIS,Brasil,POINT (-19.497 -41.318)
focos_ams_hoje_ref.81e17eaf-38f4-3bc8-8fca-b5adce63aa75,-41.607,-14.942,2019-10-19T16:10:00,AQUA_M-T,TREMEDAL,BAHIA,Brasil,POINT (-14.942 -41.607)
focos_ams_hoje_ref.81fdb1a8-63b5-3eda-b870-fe20cab592de,-45.486,-16.431,2019-10-19T16:10:00,AQUA_M-T,SÃO ROMÃO,MINAS GERAIS,Brasil,POINT (-16.431 -45.486)
focos_ams_hoje_ref.822694b4-40af-3e74-8285-90190a1c444e,-42.366,-20.558,2019-10-19T16:10:00,AQUA_M-T,PEDRA BONITA,MINAS GERAIS,Brasil,POINT (-20.558 -42.366)
focos_ams_hoje_ref.82451cd5-cb0e-3173-b829-aac9f12b423b,-43.99,-4.049,2019-10-19T16:15:00,AQUA_M-T,COROATÁ,MARANHÃO,Brasil,POINT (-4.049 -43.99)
focos_ams_hoje_ref.82473014-0840-33cc-968e-92dc61aaac51,-45.791,-4.543,2019-10-19T16:15:00,AQUA_M-T,SANTA LUZIA,MARANHÃO,Brasil,POINT (-4.543 -45.791)
focos_ams_hoje_ref.826304dd-fd57-39cb-a498-295b89911cbd,-40.722,-13.311,2019-10-19T16:10:00,AQUA_M-T,MARACÁS,BAHIA,Brasil,POINT (-13.311 -40.722)
focos_ams_hoje_ref.8277af23-0c59-32a8-a8dd-476a167d2660,-40.52,-5.911,2019-10-19T16:15:00,AQUA_M-T,TAUÁ,CEARÁ,Brasil,POINT (-5.911 -40.52)
focos_ams_hoje_ref.82a7edc0-76f4-34ff-8ee1-a4f6c6b7b6a1,-43.828,-5.242,2019-10-19T16:15:00,AQUA_M-T,SÃO JOÃO DO SOTER,MARANHÃO,Brasil,POINT (-5.242 -43.828)
focos_ams_hoje_ref.82c97256-91e1-3c12-8ec4-48e63a751284,-57.295,-19.148,2019-10-19T17:50:00,AQUA_M-T,CORUMBÁ,MATO GROSSO DO SUL,Brasil,POINT (-19.148 -57.295)
focos_ams_hoje_ref.82e45a21-6da0-33ca-b1ae-91fab5710477,-43.993,-20.197,2019-10-19T16:10:00,AQUA_M-T,BRUMADINHO,MINAS GERAIS,Brasil,POINT (-20.197 -43.993)
focos_ams_hoje_ref.83b272c4-9936-3b3b-8516-8fc77803f46e,-40.462,-15.649,2019-10-19T16:10:00,AQUA_M-T,MACARANI,BAHIA,Brasil,POINT (-15.649 -40.462)
focos_ams_hoje_ref.83bc8135-fa46-3989-9008-c5738784d424,-40.83,-18.104,2019-10-19T16:10:00,AQUA_M-T,ATALÉIA,MINAS GERAIS,Brasil,POINT (-18.104 -40.83)
focos_ams_hoje_ref.83d00c6f-98dc-3d1b-b4da-e0201b021e1e,-42.156,-19.262,2019-10-19T16:10:00,AQUA_M-T,SOBRÁLIA,MINAS GERAIS,Brasil,POINT (-19.262 -42.156)
focos_ams_hoje_ref.8416d6f7-c92e-3cf9-ae7d-b9e5d44b9e3e,-60.46,-11.834,2019-10-19T17:50:00,AQUA_M-T,PIMENTA BUENO,RONDÔNIA,Brasil,POINT (-11.834 -60.46)
focos_ams_hoje_ref.8429618a-67c9-3dba-8268-2bebc7434479,-45.717,-4.429,2019-10-19T16:15:00,AQUA_M-T,BREJO DE AREIA,MARANHÃO,Brasil,POINT (-4.429 -45.717)
focos_ams_hoje_ref.845724d3-06df-3111-a47d-17b55ad6b79c,-44.301,-13.034,2019-10-19T16:10:00,AQUA_M-T,CANÁPOLIS,BAHIA,Brasil,POINT (-13.034 -44.301)
focos_ams_hoje_ref.846d9a0b-7f52-3321-ae49-900cf94691f3,-43.827,-7.601,2019-10-19T16:15:00,AQUA_M-T,BERTOLÍNIA,PIAUÍ,Brasil,POINT (-7.601 -43.827)
focos_ams_hoje_ref.84a30d95-48d1-36ff-97c1-b4e68e918a8c,-39.404,-7.27,2019-10-19T16:15:00,AQUA_M-T,CRATO,CEARÁ,Brasil,POINT (-7.27 -39.404)
focos_ams_hoje_ref.850472b9-44a1-3be8-b19a-4837febe3005,-62.211,-36.343,2019-10-19T17:45:00,AQUA_M-T,Daireaux,Buenos Aires,Argentina,POINT (-36.343 -62.211)
focos_ams_hoje_ref.852c1560-1337-3daf-9786-cad4286b7288,-64.851,-10.022,2019-10-19T17:50:00,AQUA_M-T,NOVA MAMORÉ,RONDÔNIA,Brasil,POINT (-10.022 -64.851)
focos_ams_hoje_ref.8557a183-f076-3e69-ac5f-b53d45196ba7,-41.233,-17.444,2019-10-19T16:10:00,AQUA_M-T,PAVÃO,MINAS GERAIS,Brasil,POINT (-17.444 -41.233)
focos_ams_hoje_ref.8579e2a6-242e-342b-8019-b80f44982a57,-46.188,-4.755,2019-10-19T16:15:00,AQUA_M-T,SANTA LUZIA,MARANHÃO,Brasil,POINT (-4.755 -46.188)
focos_ams_hoje_ref.857b91e2-d31d-3305-837c-8de7fe1aa1a4,-45.054,-8.87,2019-10-19T16:15:00,AQUA_M-T,BAIXA GRANDE DO RIBEIRO,PIAUÍ,Brasil,POINT (-8.87 -45.054)
focos_ams_hoje_ref.8594b321-3678-3b03-9085-5fcd727da81a,-56.588,-17.81,2019-10-19T17:50:00,AQUA_M-T,CORUMBÁ,MATO GROSSO DO SUL,Brasil,POINT (-17.81 -56.588)
focos_ams_hoje_ref.86185a9f-cfa1-393e-8a13-bbba592ef3b0,-43.693,-7.537,2019-10-19T16:15:00,AQUA_M-T,CANAVIEIRA,PIAUÍ,Brasil,POINT (-7.537 -43.693)
focos_ams_hoje_ref.865d8b4e-4f62-35e0-b111-9c9a1d83e981,-41.379,-16.914,2019-10-19T16:10:00,AQUA_M-T,PONTO DOS VOLANTES,MINAS GERAIS,Brasil,POINT (-16.914 -41.379)
focos_ams_hoje_ref.86a3bc94-1b76-3395-9c32-f68edf50aca0,-41.722,-15.187,2019-10-19T16:10:00,AQUA_M-T,NINHEIRA,MINAS GERAIS,Brasil,POINT (-15.187 -41.722)
focos_ams_hoje_ref.86e30450-3125-3846-b869-c0bc9497b776,-41.664,-3.329,2019-10-19T16:15:00,AQUA_M-T,COCAL,PIAUÍ,Brasil,POINT (-3.329 -41.664)
focos_ams_hoje_ref.86e41590-04ae-3e8a-99fa-313354d001e5,-59.904,-15.502,2019-10-19T17:50:00,AQUA_M-T,VILA BELA DA SANTÍSSIMA TRINDADE,MATO GROSSO,Brasil,POINT (-15.502 -59.904)
focos_ams_hoje_ref.87b32bc0-eb0d-3316-8b51-04c7d7a23482,-61.904,-35.812,2019-10-19T17:45:00,AQUA_M-T,Pehuajó,Buenos Aires,Argentina,POINT (-35.812 -61.904)
focos_ams_hoje_ref.8808b393-cf05-3f6c-9a7c-d11d48b441b1,-38.409,-6.345,2019-10-19T16:15:00,AQUA_M-T,LUÍS GOMES,RIO GRANDE DO NORTE,Brasil,POINT (-6.345 -38.409)
focos_ams_hoje_ref.8855472c-e429-331b-9d02-592c34dadf80,-46.447,-6.532,2019-10-19T16:15:00,AQUA_M-T,FORMOSA DA SERRA NEGRA,MARANHÃO,Brasil,POINT (-6.532 -46.447)
